CONTROL,TESTERID,am_indicator_first,STOTUNIT_FIRST,SAVLBAD_FIRST,first_visit_datetime,num_visits,STOTUNIT_TOTAL,SAVLBAD_ANY,was_first_visitor,RACE
PD-SB-3701-1,PD031,FALSE,0,0,2012-04-11T17:00:00Z,1,0,0,TRUE,1
PD-SB-3701-1,PD075,TRUE,0,0,2012-04-13T13:30:00Z,1,0,0,FALSE,2
PD-SB-3708-1,PD072,FALSE,1,1,2012-04-15T18:47:00Z,1,1,1,TRUE,2
PD-SB-3708-1,PD074,FALSE,5,1,2012-04-17T19:00:00Z,1,5,1,FALSE,1
PD-SB-3904-1,PD072,FALSE,0,0,2012-04-29T16:20:00Z,1,0,0,TRUE,2
PD-SB-3904-1,PD074,TRUE,1,1,2012-05-01T15:15:00Z,1,1,1,FALSE,1
PD-SB-3909-1,PD055,NA,NA,NA,NA,1,NA,NA,NA,2
PD-SB-3909-1,PD074,FALSE,5,0,2012-04-24T16:00:00Z,1,5,0,TRUE,1
PD-SB-4102-1,PD072,FALSE,0,0,2012-05-14T20:50:00Z,1,0,0,TRUE,2
PD-SB-4102-1,PD074,FALSE,5,0,2012-05-15T21:30:00Z,1,5,0,FALSE,1
PD-SB-4504-1,PD072,TRUE,1,1,2012-06-08T14:04:00Z,1,1,1,TRUE,2
PD-SB-4504-1,PD074,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SB-9701-1,PD001,TRUE,24,0,2011-08-02T15:01:00Z,1,24,0,TRUE,1
PD-SB-9703-1,PD003,FALSE,3,1,2011-08-08T16:50:00Z,1,3,1,TRUE,2
PD-SH-0101-1,PD041,FALSE,3,0,2011-08-07T21:03:00Z,1,3,0,FALSE,3
PD-SH-0101-1,PD053,TRUE,0,0,2011-08-07T14:55:00Z,2,4,0,TRUE,1
PD-SH-0301-1,PD038,TRUE,NA,0,2011-08-16T04:00:00Z,1,NA,0,TRUE,1
PD-SH-0301-1,PD052,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-0302-1,PD052,FALSE,0,0,2011-08-18T20:03:00Z,1,0,0,TRUE,3
PD-SH-0302-1,PD053,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SH-0303-1,PD019,FALSE,0,0,2011-08-23T16:00:00Z,1,0,0,TRUE,1
PD-SH-0303-1,PD049,FALSE,1,1,2011-08-23T17:43:00Z,1,1,1,FALSE,3
PD-SH-0601-1,PD052,FALSE,2,1,2011-09-08T17:45:00Z,1,2,1,FALSE,3
PD-SH-0601-1,PD053,TRUE,3,1,2011-09-03T13:59:00Z,1,3,1,TRUE,1
PD-SH-0604-1,PD019,FALSE,0,0,2011-09-14T16:21:00Z,1,0,0,FALSE,1
PD-SH-0604-1,PD050,FALSE,0,0,2011-09-09T18:50:00Z,1,0,0,TRUE,3
PD-SH-0803-1,PD041,FALSE,1,1,2011-09-26T20:35:00Z,1,1,1,FALSE,3
PD-SH-0803-1,PD054,FALSE,5,1,2011-09-21T18:52:00Z,1,5,1,TRUE,1
PD-SH-0902-1,PD013,TRUE,4,1,2011-09-30T13:45:00Z,1,4,1,TRUE,3
PD-SH-0902-1,PD053,FALSE,1,1,2011-09-30T16:45:00Z,1,1,1,FALSE,1
PD-SH-0904-1,PD006,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-1001-1,PD023,TRUE,1,1,2011-10-06T14:30:00Z,2,3,1,TRUE,1
PD-SH-1001-1,PD049,TRUE,1,1,2011-10-10T13:56:00Z,1,1,1,FALSE,3
PD-SH-1102-1,PD041,FALSE,0,0,2011-10-19T18:25:00Z,1,0,0,TRUE,3
PD-SH-1102-1,PD053,FALSE,4,1,2011-10-20T21:40:00Z,2,7,1,FALSE,1
PD-SH-1301-1,PD019,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SH-1301-1,PD049,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-1402-1,PD019,FALSE,0,0,2011-11-11T23:30:00Z,1,0,0,FALSE,1
PD-SH-1402-1,PD049,FALSE,0,0,2011-11-10T19:23:00Z,1,0,0,TRUE,3
PD-SH-1602-1,PD041,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-1602-1,PD053,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SH-1604-1,PD023,TRUE,7,1,2011-11-22T15:15:00Z,1,7,1,FALSE,1
PD-SH-1604-1,PD049,TRUE,1,1,2011-11-19T15:10:00Z,1,1,1,TRUE,3
PD-SH-2001-1,PD052,FALSE,1,1,2011-12-16T18:30:00Z,1,1,1,FALSE,3
PD-SH-2001-1,PD053,FALSE,0,0,2011-12-13T23:10:00Z,1,0,0,TRUE,1
PD-SH-2004-1,PD049,TRUE,1,1,2011-12-17T15:02:00Z,1,1,1,TRUE,3
PD-SH-2004-1,PD060,FALSE,1,1,2011-12-20T19:00:00Z,1,1,1,FALSE,1
PD-SH-2005-1,PD052,TRUE,3,1,2011-12-19T16:45:00Z,1,3,1,FALSE,3
PD-SH-2005-1,PD053,FALSE,0,0,2011-11-17T21:00:00Z,1,0,0,TRUE,1
PD-SH-2105-1,PD052,FALSE,0,0,2011-12-27T20:00:00Z,1,0,0,FALSE,3
PD-SH-2105-1,PD053,FALSE,1,1,2011-12-21T18:05:00Z,1,1,1,TRUE,1
PD-SH-2201-1,PD031,TRUE,0,0,2011-12-29T16:00:00Z,1,0,0,TRUE,1
PD-SH-2201-1,PD052,FALSE,2,0,2011-12-30T21:30:00Z,1,2,0,FALSE,3
PD-SH-2203-1,PD049,FALSE,8,1,2012-01-06T17:45:00Z,1,8,1,FALSE,3
PD-SH-2203-1,PD060,TRUE,2,1,2012-01-03T16:02:00Z,1,2,1,TRUE,1
PD-SH-2303-1,PD052,FALSE,2,1,2012-01-10T21:00:00Z,1,2,1,FALSE,3
PD-SH-2303-1,PD053,FALSE,8,1,2012-01-07T17:00:00Z,1,8,1,TRUE,1
PD-SH-2407-1,PD019,FALSE,7,0,2012-01-14T18:10:00Z,1,7,0,TRUE,1
PD-SH-2407-1,PD049,FALSE,NA,0,2012-01-20T19:00:00Z,1,NA,0,FALSE,3
PD-SH-2601-1,PD031,FALSE,1,1,2012-01-24T20:15:00Z,1,1,1,TRUE,1
PD-SH-2601-1,PD052,TRUE,3,1,2012-01-26T15:00:00Z,1,3,1,FALSE,3
PD-SH-2603-1,PD023,TRUE,4,0,2012-02-02T16:55:00Z,1,4,0,TRUE,1
PD-SH-2603-1,PD049,FALSE,0,0,2012-02-04T18:17:00Z,1,0,0,FALSE,3
PD-SH-2605-1,PD031,FALSE,1,1,2012-02-01T18:20:00Z,1,1,1,TRUE,1
PD-SH-2605-1,PD041,TRUE,3,1,2012-02-04T15:15:00Z,1,3,1,FALSE,3
PD-SH-2608-1,PD031,TRUE,1,1,2012-02-01T15:45:00Z,1,1,1,FALSE,1
PD-SH-2608-1,PD052,FALSE,3,1,2012-01-27T18:00:00Z,1,3,1,TRUE,3
PD-SH-2702-1,PD031,FALSE,0,0,2012-02-06T20:05:00Z,1,0,0,FALSE,1
PD-SH-2702-1,PD052,FALSE,0,0,2012-02-02T19:00:00Z,1,0,0,TRUE,3
PD-SH-2703-1,PD052,FALSE,3,1,2012-02-09T17:00:00Z,1,3,1,FALSE,3
PD-SH-2703-1,PD053,FALSE,1,1,2012-02-06T23:03:00Z,1,1,1,TRUE,1
PD-SH-2802-1,PD031,TRUE,0,0,2012-02-14T16:40:00Z,1,0,0,FALSE,1
PD-SH-2802-1,PD041,FALSE,0,0,2012-02-10T20:35:00Z,1,0,0,TRUE,3
PD-SH-2901-1,PD052,FALSE,0,0,2012-02-17T20:00:00Z,1,0,0,FALSE,3
PD-SH-2901-1,PD053,FALSE,0,0,2012-02-14T23:15:00Z,1,0,0,TRUE,1
PD-SH-2903-1,PD031,TRUE,1,1,2012-02-16T16:45:00Z,1,1,1,TRUE,1
PD-SH-2903-1,PD041,TRUE,0,0,2012-02-20T15:10:00Z,1,0,0,FALSE,3
PD-SH-3002-1,PD041,FALSE,1,1,2012-02-24T20:15:00Z,1,1,1,TRUE,3
PD-SH-3002-1,PD053,FALSE,0,0,2012-02-27T22:32:00Z,1,0,0,FALSE,1
PD-SH-3102-1,PD049,FALSE,5,1,2012-03-03T18:15:00Z,1,5,1,TRUE,3
PD-SH-3102-1,PD066,TRUE,1,1,2012-03-08T15:50:00Z,1,1,1,FALSE,1
PD-SH-3103-1,PD031,TRUE,1,1,2012-03-05T16:30:00Z,1,1,1,TRUE,1
PD-SH-3103-1,PD052,TRUE,1,1,2012-03-07T16:00:00Z,1,1,1,FALSE,3
PD-SH-3402-1,PD049,FALSE,5,0,2012-04-02T17:55:00Z,1,5,0,TRUE,3
PD-SH-3402-1,PD067,FALSE,0,0,2012-04-05T20:34:00Z,1,0,0,FALSE,1
PD-SH-3501-1,PD031,FALSE,1,1,2012-03-31T16:11:00Z,1,1,1,TRUE,1
PD-SH-3501-1,PD052,FALSE,1,1,2012-04-05T19:00:00Z,1,1,1,FALSE,3
PD-SH-3601-1,PD052,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-3601-1,PD073,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SH-3606-1,PD025,TRUE,0,0,2012-04-10T15:30:00Z,1,0,0,FALSE,1
PD-SH-3606-1,PD052,TRUE,3,1,2012-04-06T15:00:00Z,1,3,1,TRUE,3
PD-SH-3701-1,PD049,TRUE,0,0,2012-04-15T12:56:00Z,1,0,0,FALSE,3
PD-SH-3701-1,PD066,TRUE,0,0,2012-04-12T15:25:00Z,1,0,0,TRUE,1
PD-SH-3704-1,PD001,FALSE,NA,0,2012-04-14T18:50:00Z,1,NA,0,FALSE,1
PD-SH-3704-1,PD052,FALSE,1,1,2012-04-11T21:00:00Z,1,1,1,TRUE,3
PD-SH-3804-1,PD041,TRUE,2,1,2012-04-20T14:35:00Z,1,2,1,TRUE,3
PD-SH-3804-1,PD053,FALSE,0,0,2012-04-25T16:30:00Z,1,0,0,FALSE,1
PD-SH-3805-1,PD031,FALSE,1,1,2012-04-20T20:15:00Z,1,1,1,TRUE,1
PD-SH-3805-1,PD052,FALSE,1,1,2012-04-23T19:05:00Z,1,1,1,FALSE,3
PD-SH-3811-1,PD031,TRUE,1,1,2012-04-20T15:20:00Z,1,1,1,TRUE,1
PD-SH-3811-1,PD052,TRUE,3,1,2012-04-21T15:30:00Z,1,3,1,FALSE,3
PD-SH-3814-1,PD041,TRUE,0,0,2012-04-27T14:30:00Z,1,0,0,FALSE,3
PD-SH-3814-1,PD079,FALSE,1,1,2012-04-25T19:00:00Z,1,1,1,TRUE,1
PD-SH-4003-1,PD025,TRUE,0,0,2012-05-07T15:30:00Z,1,0,0,TRUE,1
PD-SH-4003-1,PD052,FALSE,2,0,2012-05-09T16:00:00Z,1,2,0,FALSE,3
PD-SH-4004-1,PD031,FALSE,0,0,2012-05-07T17:30:00Z,1,0,0,FALSE,1
PD-SH-4004-1,PD052,FALSE,2,1,2012-05-02T21:15:00Z,1,2,1,TRUE,3
PD-SH-4006-1,PD031,FALSE,1,1,2012-05-07T16:00:00Z,1,1,1,FALSE,1
PD-SH-4006-1,PD052,TRUE,3,1,2012-05-05T15:00:00Z,1,3,1,TRUE,3
PD-SH-4009-1,PD025,TRUE,0,0,2012-05-09T14:00:00Z,1,0,0,TRUE,1
PD-SH-4009-1,PD052,FALSE,3,0,2012-05-10T17:55:00Z,1,3,0,FALSE,3
PD-SH-4010-1,PD049,TRUE,0,0,2012-05-13T15:00:00Z,1,0,0,TRUE,3
PD-SH-4010-1,PD067,FALSE,1,1,2012-05-15T18:40:00Z,1,1,1,FALSE,1
PD-SH-4102-1,PD052,FALSE,1,0,2012-05-08T20:00:00Z,1,1,0,TRUE,3
PD-SH-4102-1,PD053,FALSE,0,0,2012-05-11T16:29:00Z,1,0,0,FALSE,1
PD-SH-4103-1,PD052,FALSE,1,1,2012-05-21T20:00:00Z,1,1,1,FALSE,3
PD-SH-4103-1,PD079,FALSE,1,1,2012-05-18T20:00:00Z,1,1,1,TRUE,1
PD-SH-4301-1,PD052,FALSE,1,1,2012-05-25T20:30:00Z,1,1,1,FALSE,3
PD-SH-4301-1,PD079,FALSE,5,0,2012-05-23T22:20:00Z,1,5,0,TRUE,1
PD-SH-4502-1,PD052,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-4604-1,PD052,FALSE,4,1,2012-06-13T20:00:00Z,1,4,1,TRUE,3
PD-SH-4604-1,PD079,FALSE,1,1,2012-06-15T20:10:00Z,1,1,1,FALSE,1
PD-SH-6003-1,PD031,NA,NA,NA,NA,1,NA,NA,NA,1
PD-SH-6003-1,PD041,NA,NA,NA,NA,1,NA,NA,NA,3
PD-SH-6009-1,PD031,TRUE,0,0,2012-09-25T14:30:00Z,1,0,0,TRUE,1
PD-SH-6009-1,PD041,TRUE,0,0,2012-09-29T15:05:00Z,1,0,0,FALSE,3
PD-SH-6107-1,PD031,TRUE,0,0,2012-09-27T14:25:00Z,1,0,0,TRUE,1
PD-SH-6107-1,PD041,FALSE,0,0,2012-10-02T16:15:00Z,1,0,0,FALSE,3
RM-SB-2301-1,RM033,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2301-1,RM059,TRUE,3,0,2012-03-02T15:00:00Z,1,3,0,TRUE,1
RM-SB-2303-1,RM039,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2303-1,RM077,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2305-1,RM014,FALSE,3,0,2012-02-24T18:00:00Z,1,3,0,TRUE,1
RM-SB-2305-1,RM078,TRUE,3,0,2012-02-27T15:00:00Z,1,3,0,FALSE,2
RM-SB-2306-1,RM031,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2306-1,RM041,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2313-1,RM010,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2313-1,RM050,TRUE,3,1,2012-03-02T14:15:00Z,1,3,1,TRUE,1
RM-SB-2314-1,RM052,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2314-1,RM073,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2315-1,RM017,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2315-1,RM020,FALSE,6,0,2012-03-07T17:50:00Z,1,6,0,TRUE,1
RM-SB-2316-1,RM014,TRUE,2,1,2012-02-29T14:45:00Z,1,2,1,TRUE,1
RM-SB-2316-1,RM073,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2317-1,RM011,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2317-1,RM054,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2401-1,RM027,FALSE,4,1,2012-03-01T19:00:00Z,1,4,1,TRUE,1
RM-SB-2401-1,RM078,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2402-1,RM025,FALSE,5,0,2012-03-12T17:45:00Z,1,5,0,TRUE,2
RM-SB-2402-1,RM031,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2405-1,RM001,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2405-1,RM036,FALSE,7,1,2012-03-15T18:45:00Z,1,7,1,TRUE,2
RM-SB-2406-1,RM005,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2406-1,RM046,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2407-1,RM014,FALSE,2,0,2012-03-02T18:00:00Z,1,2,0,TRUE,1
RM-SB-2407-1,RM078,FALSE,3,0,2012-03-05T18:00:00Z,1,3,0,FALSE,2
RM-SB-2502-1,RM014,FALSE,2,1,2012-03-09T18:30:00Z,1,2,1,FALSE,1
RM-SB-2502-1,RM078,FALSE,0,0,2012-03-08T18:00:00Z,1,0,0,TRUE,2
RM-SB-2503-1,RM032,TRUE,1,1,2012-03-07T14:50:00Z,1,1,1,TRUE,2
RM-SB-2503-1,RM062,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2504-1,RM014,FALSE,1,1,2012-03-13T16:30:00Z,2,3,1,FALSE,1
RM-SB-2504-1,RM078,TRUE,0,1,2012-03-12T14:30:00Z,1,0,1,TRUE,2
RM-SB-2505-1,RM036,FALSE,6,1,2012-03-14T18:45:00Z,1,6,1,FALSE,2
RM-SB-2505-1,RM070,TRUE,5,1,2012-03-12T14:26:00Z,1,5,1,TRUE,1
RM-SB-2506-1,RM027,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2506-1,RM073,TRUE,1,1,2012-03-13T13:50:00Z,2,3,1,TRUE,2
RM-SB-2601-1,RM007,FALSE,7,0,2012-03-28T19:30:00Z,1,7,0,TRUE,1
RM-SB-2601-1,RM011,TRUE,0,0,2012-03-30T15:58:00Z,2,7,0,FALSE,2
RM-SB-2602-1,RM052,FALSE,0,0,2012-04-05T17:50:00Z,1,0,0,FALSE,1
RM-SB-2602-1,RM073,FALSE,1,0,2012-04-02T20:30:00Z,1,1,0,TRUE,2
RM-SB-2603-1,RM007,TRUE,3,1,2012-03-14T14:40:00Z,1,3,1,TRUE,1
RM-SB-2603-1,RM011,FALSE,0,0,2012-03-16T18:58:00Z,2,1,1,FALSE,2
RM-SB-2604-1,RM033,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2604-1,RM059,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2605-1,RM032,FALSE,4,1,2012-03-26T18:10:00Z,1,4,1,FALSE,2
RM-SB-2605-1,RM070,FALSE,5,1,2012-03-23T17:00:00Z,1,5,1,TRUE,1
RM-SB-2606-1,RM005,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2606-1,RM046,FALSE,2,1,2012-03-14T21:00:00Z,1,2,1,TRUE,2
RM-SB-2608-1,RM010,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2608-1,RM050,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2610-1,RM014,TRUE,2,1,2012-03-17T15:10:00Z,1,2,1,FALSE,1
RM-SB-2610-1,RM078,TRUE,0,0,2012-03-13T15:00:00Z,1,0,0,TRUE,2
RM-SB-2612-1,RM033,TRUE,0,0,2012-03-19T14:25:00Z,1,0,0,TRUE,2
RM-SB-2612-1,RM059,TRUE,3,0,2012-03-22T14:00:00Z,1,3,0,FALSE,1
RM-SB-2701-1,RM014,FALSE,2,0,2012-03-21T16:20:00Z,1,2,0,TRUE,1
RM-SB-2701-1,RM078,TRUE,1,0,2012-03-24T14:00:00Z,1,1,0,FALSE,2
RM-SB-2802-1,RM032,TRUE,4,1,2012-04-06T13:55:00Z,1,4,1,TRUE,2
RM-SB-2802-1,RM059,FALSE,3,0,2012-04-09T18:00:00Z,1,3,0,FALSE,1
RM-SB-2803-1,RM036,TRUE,1,1,2012-04-10T13:50:00Z,2,8,1,FALSE,2
RM-SB-2803-1,RM070,TRUE,6,1,2012-04-06T14:00:00Z,1,6,1,TRUE,1
RM-SB-2902-1,RM052,TRUE,1,1,2012-04-14T15:55:00Z,1,1,1,FALSE,1
RM-SB-2902-1,RM073,FALSE,2,1,2012-04-10T20:30:00Z,1,2,1,TRUE,2
RM-SB-2903-1,RM017,FALSE,4,0,2012-04-09T19:25:00Z,1,4,0,TRUE,2
RM-SB-2903-1,RM083,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-2904-1,RM014,TRUE,3,1,2012-04-09T13:00:00Z,2,9,1,FALSE,1
RM-SB-2904-1,RM078,TRUE,3,0,2012-04-05T13:50:00Z,1,3,0,TRUE,2
RM-SB-2905-1,RM041,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-2905-1,RM083,FALSE,6,0,2012-04-06T18:30:00Z,1,6,0,TRUE,1
RM-SB-2907-1,RM033,FALSE,0,0,2012-04-09T17:55:00Z,1,0,0,FALSE,2
RM-SB-2907-1,RM059,FALSE,4,1,2012-04-07T18:00:00Z,1,4,1,TRUE,1
RM-SB-2908-1,RM017,FALSE,0,0,2012-04-13T19:26:00Z,1,0,0,TRUE,2
RM-SB-2908-1,RM082,FALSE,5,1,2012-04-15T16:53:00Z,1,5,1,FALSE,1
RM-SB-2909-1,RM011,FALSE,1,1,2012-04-09T16:11:00Z,1,1,1,FALSE,2
RM-SB-2909-1,RM020,TRUE,0,0,2012-04-06T14:42:00Z,2,6,1,TRUE,1
RM-SB-2910-1,RM011,TRUE,0,1,2012-04-10T14:30:00Z,1,0,1,TRUE,2
RM-SB-2910-1,RM020,FALSE,4,1,2012-04-12T16:55:00Z,1,4,1,FALSE,1
RM-SB-2913-1,RM033,TRUE,0,0,2012-04-10T13:55:00Z,1,0,0,FALSE,2
RM-SB-2913-1,RM059,FALSE,4,1,2012-04-06T17:30:00Z,1,4,1,TRUE,1
RM-SB-3001-1,RM011,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3001-1,RM081,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3002-1,RM032,TRUE,4,1,2012-04-13T14:50:00Z,1,4,1,TRUE,2
RM-SB-3002-1,RM059,FALSE,4,1,2012-04-15T17:00:00Z,1,4,1,FALSE,1
RM-SB-3003-1,RM011,TRUE,1,1,2012-04-17T14:29:00Z,2,5,1,FALSE,2
RM-SB-3003-1,RM081,TRUE,0,0,2012-04-14T13:58:00Z,2,6,0,TRUE,1
RM-SB-3005-1,RM011,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3005-1,RM082,FALSE,5,1,2012-04-23T21:15:00Z,1,5,1,TRUE,1
RM-SB-3007-1,RM033,TRUE,1,1,2012-04-14T13:50:00Z,2,3,1,FALSE,2
RM-SB-3007-1,RM059,FALSE,4,1,2012-04-11T17:00:00Z,1,4,1,TRUE,1
RM-SB-3102-1,RM036,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3102-1,RM059,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3105-1,RM014,TRUE,5,0,2012-04-18T13:30:00Z,1,5,0,TRUE,1
RM-SB-3105-1,RM078,TRUE,4,1,2012-04-21T12:50:00Z,1,4,1,FALSE,2
RM-SB-3106-1,RM032,TRUE,11,1,2012-04-20T15:00:00Z,1,11,1,TRUE,2
RM-SB-3106-1,RM059,FALSE,21,1,2012-04-21T17:30:00Z,1,21,1,FALSE,1
RM-SB-3107-1,RM052,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3107-1,RM073,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3108-1,RM011,NA,NA,NA,NA,1,17,1,NA,2
RM-SB-3108-1,RM020,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3203-1,RM014,FALSE,3,1,2012-05-01T17:00:00Z,1,3,1,TRUE,1
RM-SB-3203-1,RM078,FALSE,4,1,2012-05-03T17:00:00Z,1,4,1,FALSE,2
RM-SB-3205-1,RM033,TRUE,4,1,2012-04-28T13:30:00Z,1,4,1,FALSE,2
RM-SB-3205-1,RM059,FALSE,6,1,2012-04-25T20:00:00Z,1,6,1,TRUE,1
RM-SB-3210-1,RM041,TRUE,1,1,2012-05-11T13:50:00Z,1,1,1,TRUE,2
RM-SB-3210-1,RM083,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3212-1,RM032,FALSE,12,1,2012-04-29T17:20:00Z,1,12,1,TRUE,2
RM-SB-3212-1,RM059,FALSE,11,1,2012-04-30T17:30:00Z,1,11,1,FALSE,1
RM-SB-3301-1,RM033,TRUE,0,0,2012-05-05T13:57:00Z,1,0,0,FALSE,2
RM-SB-3301-1,RM059,FALSE,5,1,2012-05-01T20:30:00Z,1,5,1,TRUE,1
RM-SB-3305-1,RM032,TRUE,6,0,2012-05-08T14:05:00Z,1,6,0,FALSE,2
RM-SB-3305-1,RM059,FALSE,4,0,2012-05-04T19:00:00Z,1,4,0,TRUE,1
RM-SB-3307-1,RM036,FALSE,1,0,2012-05-09T17:45:00Z,2,10,0,FALSE,2
RM-SB-3307-1,RM059,FALSE,4,1,2012-05-07T17:00:00Z,1,4,1,TRUE,1
RM-SB-3401-1,RM014,TRUE,3,1,2012-05-16T14:20:00Z,1,3,1,TRUE,1
RM-SB-3401-1,RM073,FALSE,2,1,2012-05-19T17:45:00Z,1,2,1,FALSE,2
RM-SB-3404-1,RM033,FALSE,1,1,2012-05-11T18:25:00Z,2,3,1,TRUE,2
RM-SB-3404-1,RM059,FALSE,4,1,2012-05-14T17:00:00Z,1,4,1,FALSE,1
RM-SB-3405-1,RM011,FALSE,1,1,2012-05-18T19:00:00Z,1,1,1,FALSE,2
RM-SB-3405-1,RM020,FALSE,0,0,2012-05-15T17:47:00Z,2,6,1,TRUE,1
RM-SB-3501-1,RM011,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3501-1,RM031,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3503-1,RM011,FALSE,0,0,2012-05-23T17:57:00Z,1,0,0,FALSE,2
RM-SB-3503-1,RM031,FALSE,0,0,2012-05-19T19:25:00Z,2,5,0,TRUE,1
RM-SB-3508-1,RM014,FALSE,11,1,2012-05-19T17:05:00Z,1,11,1,FALSE,1
RM-SB-3508-1,RM078,TRUE,5,1,2012-05-16T13:45:00Z,1,5,1,TRUE,2
RM-SB-3512-1,RM017,FALSE,1,1,2012-05-30T22:45:00Z,2,5,1,TRUE,2
RM-SB-3512-1,RM031,FALSE,1,1,2012-06-02T17:50:00Z,2,7,1,FALSE,1
RM-SB-3513-1,RM011,NA,NA,NA,NA,1,NA,NA,NA,2
RM-SB-3513-1,RM083,NA,NA,NA,NA,1,NA,NA,NA,1
RM-SB-3602-1,RM014,TRUE,4,0,2012-06-03T15:15:00Z,1,4,0,FALSE,1
RM-SB-3602-1,RM078,TRUE,0,0,2012-05-29T15:00:00Z,1,0,0,TRUE,2
RM-SB-3802-1,RM014,TRUE,5,0,2012-06-09T15:50:00Z,1,5,0,FALSE,1
RM-SB-3802-1,RM078,TRUE,4,0,2012-06-06T12:55:00Z,1,4,0,TRUE,2
RM-SB-3809-1,RM017,FALSE,4,1,2012-06-12T22:00:00Z,2,4,1,FALSE,2
RM-SB-3809-1,RM031,FALSE,6,1,2012-06-09T16:55:00Z,1,6,1,TRUE,1
RS-SA-0103-1,RS004,FALSE,4,1,2011-08-22T16:18:00Z,1,4,1,TRUE,1
RS-SA-0103-1,RS064,FALSE,5,1,2011-08-22T19:30:00Z,1,5,1,FALSE,4
RS-SA-0302-1,RS060,NA,NA,NA,NA,1,NA,NA,NA,1
RS-SA-0302-1,RS074,NA,NA,NA,NA,1,NA,NA,NA,4
RS-SA-0403-1,RS060,TRUE,2,0,2011-09-08T15:00:00Z,1,2,0,TRUE,1
RS-SA-0403-1,RS074,FALSE,2,1,2011-09-08T18:05:00Z,1,2,1,FALSE,4
RS-SA-0503-1,RS006,TRUE,2,0,2011-09-16T14:00:00Z,1,2,0,TRUE,1
RS-SA-0503-1,RS014,TRUE,2,0,2011-09-17T15:00:00Z,1,2,0,FALSE,4
RS-SA-0812-1,RS060,NA,NA,NA,NA,1,NA,NA,NA,1
RS-SA-0812-1,RS074,NA,NA,NA,NA,1,NA,NA,NA,4
RS-SA-0908-1,RS004,FALSE,3,1,2011-10-14T19:00:00Z,1,3,1,FALSE,1
RS-SA-0908-1,RS064,FALSE,3,0,2011-10-13T18:00:00Z,1,3,0,TRUE,4
RS-SA-0911-1,RS060,FALSE,0,0,2011-10-13T16:15:00Z,1,0,0,TRUE,1
RS-SA-0911-1,RS074,FALSE,0,0,2011-10-14T18:55:00Z,1,0,0,FALSE,4
RS-SA-0912-1,RS060,TRUE,2,0,2011-10-14T14:00:00Z,1,2,0,FALSE,1
RS-SA-0912-1,RS074,FALSE,4,0,2011-10-13T17:00:00Z,1,4,0,TRUE,4
